buff_id,buff_name,buff_detail,buff_sameadd_max,buff_maxtime,buff_interface_show_flag
10200211,Snow Vision,Restores (2% +600) HP per second over 4 seconds.,1,4.11,0
10200212,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second. This effect can trigger once every #Y300#E seconds.",1,-1.0,1
10200213,Snow Vision,Restores (3% +600) HP per second over 4 seconds.,1,4.11,0
10200214,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second and allowing attacks to restore HP equal to #Y10%#E of damage dealt. This effect can trigger once every #Y300#E seconds.",1,-1.0,1
10200215,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second and allowing attacks to restore HP equal to #Y10%#E of damage dealt. This effect can trigger once every #Y150#E seconds.",1,-1.0,1
10200216,Evening Snow,"Within #Y12#E seconds upon entering combat, if HP falls below #Y60%#E, gain Snow Vision for #Y4#E seconds, restoring #Y3%#E HP +#Y600#E HP per second and allowing Attacks to restore HP equal to #Y10%#E of damage dealt. The next 2 skills are also guaranteed to be Critical. This effect can trigger once every #Y150#E seconds.",1,-1.0,1
10200217,Snow Vision,Restores (3% +600) HP per second over 4 seconds. Restores HP equal to 10% of damage dealt. The first two skills cast while this effect is active are guaranteed to be Critical.,1,4.11,0
10200218,Snow Vision,Restores (3% +600) HP per second over 4 seconds. Restores HP equal to 10% of damage dealt.,1,4.11,0
10200219,Evening Snow,Bonus Snow Vision when HP below 60%,1,12.0,0
10200220,Evening Snow,Bonus Snow Vision when HP below 60%,1,12.0,0
10200221,Evening Snow,Bonus Snow Vision when HP below 60%,1,12.0,0
10200222,Evening Snow,Bonus Snow Vision when HP below 60%,1,12.0,0
10200223,Evening Snow,Bonus Snow Vision when HP below 60%,1,12.0,0
10200310,Steadfast Stance,Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a boss or player.,1,-1.0,1
10200311,Steadfast Stance,Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a boss or player. Higher resistance when more enemy units are nearby.,1,-1.0,1
10200312,Steadfast Stance,"Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a boss or player. Higher resistance when more enemy units are nearby. Chance to increase Physical Defense by 2% for 5 seconds when attacked, stacking up to 5 times.",1,-1.0,1
10200313,Iron Body,"Increases Physical Defense by 2% for 5 seconds, stacking up to 5 times.",5,5.0,1
10200314,Steadfast Stance,"Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a player. Higher resistance when more enemy units are nearby. Chance to increase Physical Defense by 2% for 5 seconds when attacked, stacking up to 5 times.",1,-1.0,1
10200315,Steadfast Stance,"Less likely to suffer stagger effect when attacked. Invalid when the attack comes from a player. Higher resistance when more enemy units are nearby. When attacked, deal slight counter damage (based on Max HP) with a chance to increase Physical Defense by 2% for 5 seconds, stacking up to 5 times.",1,-1.0,1
10200316,Steadfast Stance,"20% chance to gain Fiery Heart when attacked: Deal 0.2% of Max HP as damage back to the attacker, lasting 5 seconds.",1,-1.0,0
10200317,Fiery Heart,Strike back at the attacker (for 0.2% of Max HP) when attacked. Lasts 5 seconds.,1,5.0,0
10200410,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y1.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y5%#E of the damage dealt.",1,-1.0,1
10200411,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y1.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt.",1,-1.0,1
10200412,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y1.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt and has a chance to obtain loot from the target.",1,-1.0,1
10200413,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y2.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt and has a chance to obtain loot from the target.",1,-1.0,1
10200414,Shadow Assault,Enter Stealth upon successfully striking an enemy with Touch of Death.,1,-1.0,0
10200415,Shadow Assault,"Enhances Touch of Death, increasing its range by #Y2.5m#E and damage by #Y10%#E. Upon a successful hit, restores HP equal to #Y10%#E of the damage dealt, immediately enters Stealth, and has a chance to obtain loot from the target. The Stealth effect has a 20-second cooldown.",1,-1.0,1
10200510,Fivefold Bleed,"Dealing damage has a #Y10%#E chance to apply one stack of Weeping Blood for #Y5#E seconds, damaging the target once per second (up to #Y5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once.",1,-1.0,1
10200511,Weeping Blood,Deal Bleed damage once per second.,5,5.0,0
10200512,Blissful Follow-up,Removes 10200511 and deals damage once,1,0.1,0
10200513,Fivefold Bleed,"Dealing damage has a #Y10%#E chance to apply one stack of Weeping Blood for #Y5#E seconds, damaging the target once per second (up to #Y5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal empowered piercing damage once.",1,-1.0,1
10200514,Weeping Blood,Deal Bleed damage once per second.,5,5.0,0
10200515,Blissful Follow-up,Removes 10200514 and deals damage once,1,0.1,0
10200516,Fivefold Bleed,"Dealing damage has a #H10%#E chance to apply one stack of Weeping Blood for #H5#E seconds, damaging the target once per second (up to #H5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once.",1,-1.0,1
10200517,Weeping Blood,Deal Bleed damage once per second.,5,5.0,0
10200518,Piercing Mark,20% chance to deal piercing damage,1,0.1,0
10200519,Fivefold Bleed,"Dealing damage has a #Y15%#E chance to apply one stack of Weeping Blood for #Y5#E seconds, damaging the target once per second (up to #Y5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once. If Weeping Blood fail to reach 5 stacks before expiry, there is still a #Y20%#E chance to deal piercing damage.",1,-1.0,1
10200520,Fivefold Bleed,"Dealing damage has a #H10%#E chance to apply one stack of Weeping Blood for #H5#E seconds, damaging the target once per second (up to #H5#E stacks, duration refreshed upon stacking). At 5 stacks, Weeping Blood will be removed from the target and deal piercing damage once.",1,-1.0,1
10200521,Weeping Blood,Deals Bleed damage once per second,5,5.0,0
10200522,Blissful Follow-up,Removes 109012 and deals damage once,1,0.1,0
10200523,Piercing Mark,20% chance to deal piercing damage,1,0.1,0
10200610,Sandswirl Tail,"After #Ytransforming into a carp#E using the movement Mystic Skill [Chasing the Moon], #YSprint#E and #YJump#E consume #Y50%#E less Endurance.",1,-1.0,1
10200611,Sandswirl Tail,"After #Ytransforming into a carp#E using the movement Mystic Skill [Chasing the Moon], #YSprint#E and #YJump#E consume #Y50%#E less Endurance. Leaving the Carp form generates an HP shield.",1,-1.0,1
10200612,Sandswirl Tail,"After #Ytransforming into a carp#E using the movement Mystic Skill [Chasing the Moon], #YSprint#E and #YJump#E consume #Y50%#E less Endurance. Leaving the Carp form generates an HP shield.",1,-1.0,0
10200613,Scale Guard,Leaving the Carp form generates an HP shield that absorbs up to #Y30%#E of Max HP. This effect can only trigger once every #Y30#E seconds.,1,10.0,0
10200614,Sandswirl Tail,"After #Ytransforming into a carp#E using the movement Mystic Skill [Chasing the Moon], #YSprint#E and #YJump#E consume #Y50%#E less Endurance. While #Yout of combat#E, #YHP and Vitality#E recover over time. Leaving the Carp form generates an HP shield.",1,-1.0,1
10200615,Fish Finds Water,"In the #YCarp form#E, #YHP and Vitality#E recover over time while you are #Yout of combat#E and in a #Ynon-gathering quicksand environment#E..",1,-1.0,0
10200616,Fish Finds Water - Supreme,"In the #YCarp form#E, #YHP and Vitality#E recover significantly over time while you are #Yout of combat#E and in a #Ycolorful quicksand environment#E.",1,-1.0,0
10200617,Sandswirl Tail,"After #Ytransforming into a carp#E using the movement Mystic Skill [Chasing the Moon], #YSprint#E and #YJump#E no longer consume Endurance. While #Yout of combat#E, #YHP and Vitality#E recover over time. Leaving the Carp form generates an HP shield.",1,-1.0,1
10200618,Sandswirl Tail,"After #Ytransforming into a carp#E using the movement Mystic Skill [Chasing the Moon], #YSprint#E and #YJump#E no longer consume Endurance. While #Yout of combat#E, #YHP and Vitality#E recover over time. Leaving the Carp form generates an HP shield. In the Carp form, there is a #Y30%#E bonus chance to get double resources from gathering.",1,-1.0,1
10201206,Defense Mastery,Reduces damage taken by 20%,1,-1.0,0
10204110,Invigorated Warrior,"Increases all damage and healing done by #Y5%#E. This effect is disabled for #Y5#E seconds after being hit. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y5%#E.",1,-1.0,1
10204111,Invigorated Warrior,Taking a hit grants an effect that increases damage taken for 5 seconds.,1,-1.0,0
10204112,Prison,Increases all damage taken by #Y5%#E.,1,5.0,0
10204113,Invigorated Warrior,"Increases all damage and healing done by #Y5%#E. This effect is disabled for #Y5#E seconds after being hit. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y3%#E.",1,-1.0,1
10204114,Invigorated Warrior,Taking a hit grants an effect that increases damage taken for 5 seconds.,1,-1.0,0
10204115,Prison,Increases all damage taken by #Y3%#E.,1,5.0,0
10204116,Invigorated Warrior,"Increases all damage and healing done by #Y5%#E. This effect is disabled for #Y5#E seconds after being hit. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y3%#E. Cage is temporarily disabled for #Y5#E seconds after #Ylanding any attack#E.",1,-1.0,0
10204117,Escape From Cage,"Lasts 5 seconds, during which damage taken is no longer increased.",1,5.0,0
10204118,Invigorated Warrior,"Increases all damage and healing done by #Y8%#E. This effect is disabled for 5 seconds after being hit. Taking a hit also grants a Cage effect, increasing all damage taken by 3%. Cage is temporarily disabled for #Y5#E seconds after #Ylanding any attack#E.",1,-1.0,1
10204119,Invigorated Warrior,"Increases all damage and healing done by #Y8%#E. This effect is disabled for #Y5#E seconds after being hit. While Invigorated Warrior is active, landing an attack applies a mark to the target; when attacked by a marked target, Invigorated Warrior's effect is no longer disabled. Taking a hit also grants a #YCage#E effect, increasing all damage taken by #Y3%#E. Cage is temporarily disabled for #Y5#E seconds after #Ylanding any attack#E.",1,-1.0,1
10204120,Farewell,"While this effect is present, attacks no longer disable the effect of Returning Warrior.",1,5.0,0
10204121,Invigorated Warrior,The cage effect is temporarily disabled for #Y5#E seconds after #Yhit by any attack#E.,1,-1.0,0
10204210,Bitter Seasons,"When dealing damage, there is a #Y10%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y0.6%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",1,-1.0,1
10204211,Qingyi's Poison,Deals damage once per second over 5 seconds (duration refreshed upon stacking).,1,5.0,0
10204212,Qingyi's Charm,"Reduces Physical Defense by 0.6% for 10 seconds, up to 5 stacks (duration refreshed upon stacking).",5,10.0,0
10204213,Bitter Seasons,"When dealing damage, there is a #Y10%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",1,-1.0,1
10204214,Qingyi's Charm,"Reduces Physical Defense by 1.2% for 10 seconds, up to 5 stacks (duration refreshed upon stacking).",5,10.0,0
10204215,Bitter Seasons,"Dealing or taking damage has a #Y10%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",1,-1.0,1
10204216,Bitter Seasons,"Dealing or taking damage has a #Y15%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking).",1,-1.0,1
10204217,Bitter Seasons,"Dealing or taking damage has a #Y15%#E chance to apply a Poison effect for #Y5#E seconds, dealing damage once per second. The Poison reduces target's Physical Defense by #Y1.2%#E for #Y10#E seconds, stacking up to #Y5#E times (duration refreshed upon stacking). At 5 stacks, the Poison also reduces target's Physical Resistance by #Y10#E.",1,-1.0,1
10204218,Qingyi's Charm,"Reduces Physical Defense by 1% for 10 seconds, up to 5 stacks (duration refreshed upon stacking). Also reduces target's Physical Resistance by 10 at max stacks.",5,10.0,0
10204310,Vital Leech,Casting Exhaustion Execution skill restores HP equal to #Y8%#E of the damage dealt.,1,-1.0,1
10204311,Vital Leech,Casting Exhaustion Execution skill restores HP equal to #Y12%#E of the damage dealt.,1,-1.0,1
10204312,Vital Leech,Casting Exhaustion Execution skill restores HP equal to #Y12%#E of the damage dealt and an additional 10 Qi.,1,-1.0,1
10204313,Vital Leech,"Casting an Exhaustion Execution Skill increases damage by #Y5%#E, restores HP equal to #Y8%#E of the damage dealt, and restores 10 Qi.",1,-1.0,1
10204314,Vital Leech,"Casting an Exhaustion Execution Skill increases damage by #Y5%#E, restores HP equal to #Y8%#E of the damage dealt, and restores 10 Qi. All attacks (except Exhaustion Execution Skills) against an Exhausted target restore HP equal to #Y30%#E of the damage dealt.",1,-1.0,1
10204410,Fury Harvest,"Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y50%#E chance to grant #Y1#E bonus Vitality. No bonus Vitality is rewarded when you gain Vitality by completing an attack, taking a hit, or successfully deflecting an attack.",1,-1.0,1
10204411,Fury Harvest,"Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. No bonus Vitality is rewarded when you gain Vitality by completing an attack, taking a hit, or successfully deflecting an attack.",1,-1.0,1
10204412,Fury Harvest,Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. #Y10%#E chance to gain #Y1#E bonus Vitality when you gain Vitality by attacking or taking a hit; no bonus Vitality is rewarded when you gain Vitality by successfully deflecting an attack.,1,-1.0,1
10204413,Fury Harvest,Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. #Y10%#E chance to gain #Y1#E bonus Vitality when you gain Vitality by attacking or taking a hit.,1,-1.0,1
10204414,Fury Harvest,"Vitality is required to cast Mystic Skills. Certain recovery actions have a #Y100%#E chance to grant #Y1#E bonus Vitality. #Y10%#E chance to gain #Y1#E bonus Vitality when you gain Vitality by attacking or taking a hit. After casting a Mystic Skills Skill, #Y20%#E of Vitality consumed within #Y5#E seconds will be refunded (no more than #Y10#E Vitality refunded per cast).",1,-1.0,1
10204415,Turnaround,"After casting a Mystic Skills Skill, #Y30%#E of Vitality consumed within #Y5#E seconds will be refunded (no more than #Y10#E Vitality refunded per cast).",1,5.0,0
10204510,Divine Roulette,"Upon a successful deflection, gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 30 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",1,-1.0,1
10204511,Immortal Guidance,Increases the next skill's damage by 10%.,1,10.0,0
10204512,Immortal Heart,The next skill is guaranteed to be Critical.,1,10.0,0
10204513,Immortal Spirit,The next skill is guaranteed to be an Affinity hit.,1,10.0,0
10204514,Immortal Guidance,Immortal Guidance has not dealt any damage.,1,10.0,0
10204515,Divine Roulette,"Upon a successful deflection, restore 5 Qi and gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 30 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",1,-1.0,1
10204516,Divine Roulette,"Upon a successful deflection, restore 5 Qi, reduce the next damage taken by 10%, and gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 30 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",1,-1.0,1
10204517,Immortal Body,Reduces the next damage taken by 10%.,1,10.0,0
10204518,Divine Roulette,"Upon a successful deflection, restore 5 Qi, reduce the next damage taken by 10%, and gain one of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 24 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",1,-1.0,1
10204519,Divine Roulette,"Upon a successful deflection, restore 5 Qi, reduce the next damage taken by 10%, and gain one or two of the following effects for #Y10#E seconds (Immortal Guidance: Increases the next skill's damage by #Y10%#E; Immortal Heart: The next skill is guaranteed to be Critical; Immortal Spirit: The next skill is guaranteed to be an Affinity hit). This effect can only trigger once every 24 seconds and applies to Martial Art Skills, Perception Skills, Special Skills, Charged Skills, and Varied Combos.",1,-1.0,1
10204520,Divine Roulette,Restore 5 Qi upon a successful deflection.,1,-1.0,0
10204610,Evasive Charge,"After a Perfect Dodge, there is a #H50%#E chance to refund #H100%#E of the Endurance consumed.",1,-1.0,1
10204611,Evasive Charge,"After a Perfect Dodge, there is a #H70%#E chance to refund #H100%#E of the Endurance consumed.",1,-1.0,1
10204612,Evasive Charge,"Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E. After a Perfect Dodge, there is a #H70%#E chance to refund #H100%#E of the Endurance consumed.",1,-1.0,1
10204613,Evasive Charge,Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E.,1,3.0,0
10204614,Evasive Charge,"Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E. After a Perfect Dodge, restores #Y0.5%#E of Max HP, with a #H70%#E chance to refund #H100%#E of the Endurance consumed.",1,-1.0,1
10204615,Evasive Charge,"Reduces the Endurance cost of dodging by #Y20%#E and the damage taken during dodging by #Y20%#E, increases the Invincibility duration of dodging by #Y20%#E. After a Perfect Dodge, restores #Y0.5%#E of Max HP, with a #H70%#E chance to refund #H100%#E of the Endurance consumed.",1,-1.0,1
10204710,Light and Shadow Alike,"Gain #YRighteous Return#E: Increases direct damage dealt by #Y3%#E, with an additional increase based on target's missing HP percentage (0.5% increase per 20% HP lost, up to #Y2%#E).",1,-1.0,1
10204711,Light and Shadow Alike,"Gain #YRighteous Return#E: Increases direct damage dealt by #Y3%#E, with an additional increase based on target's missing HP percentage (0.5% increase per 20% HP lost, up to #Y2%#E). Gain #YRelentless Combat#E: Reduces direct damage taken by #Y3%#E and increases healing done by #Y3%#E, with an additional increase based on your missing HP percentage (0.5% increase per 20% HP lost, up to #Y2%#E).",1,-1.0,1
10204713,Light and Shadow Alike,"Gain #YRighteous Return#E: Increases direct damage dealt by #Y3%#E, with an additional increase based on target's missing HP percentage (0.5% increase per 15% HP lost, up to #Y2%#E). Gain #YRelentless Combat#E: Reduces direct damage taken by #Y3%#E and increases healing done by #Y3%#E, with an additional increase based on your missing HP percentage (0.5% increase per 15% HP lost, up to #Y2%#E).",1,-1.0,1
10204714,Light and Shadow Alike,"Gain #YRighteous Return#E: Increases direct damage dealt by #Y3%#E, with an additional increase based on target's missing HP percentage (0.5% increase per 15% HP lost, up to #Y2%#E). Gain #YRelentless Combat#E: Reduces direct damage taken by #Y3%#E and increases healing done by #Y3%#E, with an additional increase based on your missing HP percentage (0.5% increase per 15% HP lost, up to #Y2%#E). Under the #YRighteous Return#E banner, #YLight#E and #YDarkness#E intertwine; when one goes up, the other will go down. Both effects last 5 seconds and stack up to 5 times.",1,-1.0,1
10204716,Light and Shadow Alike,"Gain #YRighteous Return#E: Increases direct damage dealt by #Y5%#E, with an additional increase based on target's missing HP percentage (1% increase per 15% HP lost, up to #Y4%#E). Gain #YRelentless Combat#E: Reduces direct damage taken by #Y5%#E and increases healing done by #Y5%#E, with an additional increase based on your missing HP percentage (1% increase per 15% HP lost, up to #Y4%#E).",1,-1.0,1
10204717,Darkness,Each stack of #YDarkness#E increases the effect of #YRelentless Combat#E by 10%.,5,5.0,0
10204718,Light,Each stack of #YLight#E increases the effect of #YRighteous Return#E by 10%.,5,5.0,0
10204810,Heart of Fire,"When your HP falls below #Y30%#E, trigger #YVigilance#E: Restores #Y20%#E HP and reduces your damage taken by #Y20%#E for 10 seconds. This effect can only trigger once every 120 seconds.",1,-1.0,1
10204811,Heart of Fire,"When your HP falls below #Y30%#E, trigger #YVigilance#E: Restores #Y20%#E HP and reduces your damage #Y20%#E for 10 seconds. This effect can only trigger once every 90 seconds.",1,-1.0,0
10204813,Heart of Fire,"When your HP falls below #Y30%#E, trigger #YVigilance#E: Restores #Y20%#E HP and reduces your damage taken by #Y20%#E for 10 seconds. This effect can only trigger once every 90 seconds. Dealing or taking damage during #YVigilance#E restores #Y2%#E HP. The healing effect can only trigger once per second.",1,-1.0,0
10204814,Heart of Fire,"When your HP falls below #Y30%#E, trigger #YVigilance#E: Restores #Y20%#E HP and reduces your damage taken by #Y20%#E for 10 seconds. This effect can only trigger once every 90 seconds. During #YVigilance#E, taking or dealing damage restores #Y2%#E HP; taking damage also triggers #YGouging DMG#E once to the enemy. The healing effect and Gouging DMG can only trigger once per second; Gouging DMG also applies #YInterrogation#E to the enemy.",1,-1.0,0
10204815,Heart of Fire,"When your HP falls below #Y30%#E, trigger #YVigilance#E: Restores #Y20%#E HP and reduces your damage taken by #Y20%#E for 10 seconds. This effect can only trigger once every 90 seconds. During #YVigilance#E, taking or dealing damage restores #Y2%#E HP; taking damage also triggers #YGouging DMG#E once to the enemy. The healing effect and Gouging DMG can only trigger once per second; Gouging DMG also applies #YInterrogation#E to the enemy.",1,-1.0,0
10204816,Heart of Fire,"When your HP falls below #Y30%#E, trigger #YVigilance#E: Restores #Y20%#E HP and reduces your damage taken by #Y20%#E for 10 seconds. This effect can only trigger once every 90 seconds. Dealing or taking damage during #YVigilance#E restores #Y2%#E HP and deals #YGouging DMG#E once to the enemy. The healing effect and Gouging DMG can only trigger once per second; Gouging DMG also applies #YInterrogation#E to the enemy.",1,-1.0,0
10204817,Heart of Fire,Restores Max HP.,1,0.1,0
10204818,Heart of Fire,Increases damage and healing by #Y5%#E and restores Max HP.,1,0.1,0
10204819,Interrogation,"Reduces damage dealt to the applier of this effect by #Y1.5%#E, stacking up to 5 times.",5,5.0,0
10204820,Gouge,Gouging Damage,1,0.1,0
10204821,Vigilance,Reduces damage taken by #Y20%#E for 10 seconds.,1,10.1,0
10204822,Interrogation,"Reduces damage dealt to the applier of this effect by #Y3%#E, stacking up to 5 times.",5,5.0,0
10208110,Morale Chant,"#Y80%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",1,-1.0,1
10208111,Yi River,"Increases Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times.",5,8.0,0
10208112,Morale Chant,"#Y80%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",1,-1.0,1
10208113,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times.",5,8.0,0
10208114,Morale Chant,"#Y80%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y8#E seconds, stacking up to #Y5#E times. When the target is #Ycontrolled#E, doubles #YYi River#E's effect (#Y2%#E bonus damage and healing per stack) and number of stacks gained (two stacks each time). The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",1,-1.0,1
10208115,Morale Chant,"#Y100%#E chance to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y12#E seconds, stacking up to #Y5#E times. When the target is #Ycontrolled#E, doubles #YYi River#E's effect (#Y2%#E bonus damage and healing per stack) and number of stacks gained (two stacks each time). The chance to gain Yi River is #Yonly calculated once every 2 seconds#E.",1,-1.0,1
10208116,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E (doubled against controlled targets) for #Y12#E seconds, stacking up to #Y5#E times.",5,12.0,0
10208117,Morale Chant,"#Y100%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y12#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E. At #Ymax stacks#E, #YYi River#E #Yadditionally attacks or heals the target for 1-2 times#E.",1,-1.0,1
10208118,Morale Chant,"#Y100%#E to gain one stack of #YYi River#E when attacking or healing: Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E for #Y12#E seconds, stacking up to #Y5#E times. The chance to gain Yi River is #Yonly calculated once every 2 seconds#E. At #Ymax stacks#E, #YYi River#E #Yadditionally attacks or heals the target for 1-2 times#E based on #Ywhether the target is under control#E. This effect can only trigger once every 10 seconds.",1,-1.0,0
10208119,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E (doubled against controlled targets) for #Y12#E seconds, stacking up to #Y5#E times.",5,12.0,0
10208120,Morale Chant,10208119 Gained at Max Stacks,1,-1.0,0
10208121,Morale Chant,Deals bonus damage once,1,0.1,0
10208122,Morale Chant,Deals bonus healing once,1,0.1,0
10208123,Morale Chant,Deals bonus damage twice,1,0.1,0
10208124,Morale Chant,Deals bonus healing twice,1,0.1,0
10208125,Morale Chant,Monitor - Clear 10208120 When Deleting 10208119,1,-1.0,0
10208126,Yi River,"Increases Physical Penetration by #Y2#E, Physical Damage and healing by #Y1%#E (doubled against controlled targets) for #Y8#E seconds, stacking up to #Y5#E times.",5,8.0,0
10208210,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects for #Y10#E seconds (Critical Rate +#Y8%#E, Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y30#E seconds.",1,-1.0,1
10208211,Heart of Four Seasons,Increases Critical Rate by 8%.,1,10.0,0
10208212,Will of Four Seasons,Increases Affinity Rate by 4%.,1,10.0,0
10208213,Wound of Four Seasons,Increases Physical DMG Bonus by 8%.,1,10.0,0
10208214,Sound of Four Seasons,Increases All Attribute DMG Bonuses by 8%.,1,10.0,0
10208215,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects for #Y12#E seconds (Critical Rate +#Y8%#E, Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y30#E seconds.",1,-1.0,1
10208216,Heart of Four Seasons,Increases Critical Rate by 8%.,1,12.0,0
10208217,Will of Four Seasons,Increases Affinity Rate by 4%.,1,12.0,0
10208218,Wound of Four Seasons,Increases Physical DMG Bonus by 8%.,1,12.0,0
10208219,Sound of Four Seasons,Increases All Attribute DMG Bonuses by 8%.,1,12.0,0
10208220,Seasonal Edge,"After casting a Dual-Weapon Skill, gain one of the following effects (#Y20%#E chance to gain two effects) for #Y15#E seconds (Critical Rate +#Y8%#E; Affinity Rate +#Y4%#E, Physical DMG Bonus +#Y8%#E, All Attribute DMG Bonuses +#Y8%#E). This effect can only trigger once every #Y30#E seconds.",1,-1.0,1
